Sumber Air,No. Permohonan,Nama Lokasi,Lokasi Contoh Uji,Titik Koordinat,Parameter,Satuan,Tahun,Bulan,Konsentrasi,Baku Mutu,Metode Uji
Air Sungai,732,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Cu Terlarut,mg/L,2023,Juni,0.018,0.02,SNI 6989.6: 2009
Air Sungai,732,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Ortofosfat,mg/L,2023,Juni,0.59,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,732,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrat Sebagai N,mg/L,2023,Juni,2.0,10,"SM APHA 23rd Ed, 4500-NO3-B 2017"
Air Sungai,732,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Nitrit Sebagai N,mg/L,2023,Juni,0.072,0.06,SNI 06-6989.9-2004
Air Sungai,732,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Zn terlarut,mg/L,2023,Juni,0.015,0.05,SNI-06-6989.84:2019
Air Sungai,732,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Sulfat,mg/L,2023,Juni,30.2,300,SNI 6989.20-2019
Air Sungai,732,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Total Fosfat sebagai P,mg/L,2023,Juni,0.51,0.2,SNI 6989-31:2021
Air Sungai,732,Sungai Code Jembatan Gondolayu,"TITIK 2 JEMBATAN GONDOLAYU Jl. Jend. Sudirman No.33, Cokrodiningratan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233, Indonesia","-7.782707,110.370940",Residu Tersuspensi (TSS),mg/L,2023,Juni,24.0,50,SNI 6989.3-2019
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Residu Terlarut (TDS),mg/L,2021,Juli,184,1000,TDS portablemeter
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Residu Tersuspensi (TSS),mg/L,2021,Juli,4.6,75,SNI  6989.3 - 2019
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Suhu,?C,2021,Juli,28.2,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",DHL,?mhos/cm,2021,Juli,369,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Warna,TCU,2021,Juli,39.8,50,SNI 6989.80:2011
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Fluorida,mg/L,2021,Juli,0.39,1.5,SNI 06-6989.29-2005
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Suhu Udara,?C,2021,Juli,,suhu udara +-3,SNI 06-6989.23-2005
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Nitrit ,mg/L,2021,Juli,0.343,Tidak dipersyaratkan,SNI-06-6989-9-2004
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",pH,,2021,Juli,6.97,9-Jun,SNI 6989.11 : 2019
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",klorida,mg/L,2021,Juli,21,800,SNI 6989.19-2009
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",COD,mg/L,2021,Juli,12,25,SNI 6989.2-2019
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",BOD,mg/L,2021,Juli,3.6,3,SNI 6989.72 :2009
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",DO,mg/L,2021,Juli,5.5,4,APHA 4500-O G. 2017
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Cu Terlarut,mg/L,2021,Juli,0.018,0.02,SNI 6989.6: 2009
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Zn Terlarut,mg/L,2021,Juli,0.015,Tidak dipersyaratkan,SNI-06-6989.84:2019
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Klorin total,mg/L,2021,Juli,0.08,0.03,Merck Colorimetric DPD
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Fosfat,mg/L,2021,Juli,0.61,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Nitrat,mg/L,2021,Juli,12.8,10,APHA 4500-NO3-B 2019
Air Sungai,44,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Sianida,mg/L,2021,Juli,,"0,02",Cyanide tes_Spectroquant
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Residu Terlarut (TDS),mg/L,2021,Agustus,200,1000,TDS portablemeter
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Residu Tersuspensi (TSS),mg/L,2021,Agustus,11.8,75,SNI  6989.3 - 2019
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Suhu,?C,2021,Agustus,28.2,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",DHL,?mhos/cm,2021,Agustus,399,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Warna,TCU,2021,Agustus,63,50,SNI 6989.80:2011
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Fluorida,mg/L,2021,Agustus,0.42,1.5,SNI 06-6989.29-2005
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Nitrit ,mg/L,2021,Agustus,0.476,Tidak dipersyaratkan,SNI-06-6989-9-2004
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",pH,,2021,Agustus,6.56,9-Jun,SNI 6989.11 : 2019
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",klorida,mg/L,2021,Agustus,23.7,800,SNI 6989.19-2009
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",COD,mg/L,2021,Agustus,18.9,25,SNI 6989.2-2019
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",BOD,mg/L,2021,Agustus,4.6,3,SNI 6989.72 :2009
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",DO,mg/L,2021,Agustus,4.7,4,APHA 4500-O G. 2017
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Cu Terlarut,mg/L,2021,Agustus,0.018,0.02,SNI 6989.6: 2009
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Zn Terlarut,mg/L,2021,Agustus,0.015,Tidak dipersyaratkan,SNI-06-6989.84:2019
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Klorin total,mg/L,2021,Agustus,0.08,0.03,Merck Colorimetric DPD
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Fosfat,mg/L,2021,Agustus,0.87,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,67,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Nitrat,mg/L,2021,Agustus,12.5,10,APHA 4500-NO3-B 2019
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Residu Tersuspensi (TSS),mg/L,2021,September,4.8,75,SNI  6989.3 - 2019
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Suhu,?C,2021,September,29.2,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Warna,TCU,2021,September,165.7,50,SNI 6989.80:2011
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Fluorida,mg/L,2021,September,0.13,1.5,SNI 06-6989.29-2005
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Nitrit ,mg/L,2021,September,0.505,Tidak dipersyaratkan,SNI-06-6989-9-2004
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",pH,,2021,September,6.76,9-Jun,SNI 6989.11 : 2019
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",klorida,mg/L,2021,September,25,800,SNI 6989.19-2009
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",COD,mg/L,2021,September,19.8,25,SNI 6989.2-2019
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",BOD,mg/L,2021,September,4.4,3,SNI 6989.72 :2009
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",DO,mg/L,2021,September,4.8,4,APHA 4500-O G. 2017
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Cu Terlarut,mg/L,2021,September,0.018,0.02,SNI 6989.6: 2009
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Zn Terlarut,mg/L,2021,September,0.015,Tidak dipersyaratkan,SNI-06-6989.84:2019
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Klorin total,mg/L,2021,September,0.08,0.03,Merck Colorimetric DPD
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Fosfat,mg/L,2021,September,0.75,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,78,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Nitrat,mg/L,2021,September,12.4,10,APHA 4500-NO3-B 2019
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Residu Tersuspensi (TSS),mg/L,2021,Oktober,8.6,75,SNI  6989.3 - 2019
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Suhu,?C,2021,Oktober,28.2,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Warna,TCU,2021,Oktober,87.05,50,SNI 6989.80:2011
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Fluorida,mg/L,2021,Oktober,0.28,1.5,SNI 06-6989.29-2005
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Nitrit ,mg/L,2021,Oktober,0.515,Tidak dipersyaratkan,SNI-06-6989-9-2004
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",pH,,2021,Oktober,6.52,9-Jun,SNI 6989.11 : 2019
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",klorida,mg/L,2021,Oktober,23.2,800,SNI 6989.19-2009
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",COD,mg/L,2021,Oktober,12.9,25,SNI 6989.2-2019
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",BOD,mg/L,2021,Oktober,4.7,3,SNI 6989.72 :2009
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",DO,mg/L,2021,Oktober,6.1,4,APHA 4500-O G. 2017
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Cu Terlarut,mg/L,2021,Oktober,0.018,0.02,SNI 6989.6: 2009
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Zn Terlarut,mg/L,2021,Oktober,0.015,Tidak dipersyaratkan,SNI-06-6989.84:2019
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Klorin total,mg/L,2021,Oktober,0.08,0.03,Merck Colorimetric DPD
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Fosfat,mg/L,2021,Oktober,0.91,Tidak dipersyaratkan,SNI 6989-31:2021
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Nitrat,mg/L,2021,Oktober,11.4,10,APHA 4500-NO3-B 2019
Air Sungai,97,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Sianida,mg/L,2021,Oktober,0.002,"0,02",Cyanide tes_Spectroquant
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Residu Terlarut (TDS),mg/L,2021,November,141,1000,TDS portablemeter
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Residu Tersuspensi (TSS),mg/L,2021,November,15.8,75,SNI  6989.3 - 2019
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Suhu,?C,2021,November,30.2,suhu udara ? 3?C,SNI 06 - 6989.23 - 2005
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",DHL,?mhos/cm,2021,November,283,Tidak dipersyaratkan,SNI 6989.1:2019
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Warna,TCU,2021,November,105.34,50,SNI 6989.80:2011
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Fluorida,mg/L,2021,November,0.36,1.5,SNI 06-6989.29-2005
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Nitrit ,mg/L,2021,November,0.119,Tidak dipersyaratkan,SNI-06-6989-9-2004
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",pH,,2021,November,6.54,9-Jun,SNI 6989.11 : 2019
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",klorida,mg/L,2021,November,11,800,SNI 6989.19-2009
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",COD,mg/L,2021,November,9.1,25,SNI 6989.2-2019
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",BOD,mg/L,2021,November,4.4,3,SNI 6989.72 :2009
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",DO,mg/L,2021,November,5.6,4,APHA 4500-O G. 2017
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Cu Terlarut,mg/L,2021,November,0.018,0.02,SNI 6989.6: 2009
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Zn Terlarut,mg/L,2021,November,0.015,Tidak dipersyaratkan,SNI-06-6989.84:2019
Air Sungai,120,Sungai Code Jembatan Sayidan,"Jembatan SAYIDAN, Jl. Sultan Agung, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55121, Indonesia","-7.801446,110.371253",Klorin total,mg/L,2021,November,0.08,0.03,Merck Colorimetric DPD
